,time_period,region,roadmap_group,roadmap_invoice_qty,roadmap_t1ci_qty,roadmap_t2ci_qty,first_month,mon_phase_in,roadmap_accu_invoice_qty,roadmap_invoice_qty_pct_change,rolling_q_roadmap_invoice_qty
2703,2019-08-01,EMEA,C Series-21.5-AMD,200.0,22.641509433962263,70.69811320754717,2018-02-01,18.0,4812.0,0.0,1520.0
2704,2019-09-01,EMEA,C Series-21.5-AMD,200.0,80.93181818181819,76.0,2018-02-01,19.0,5012.0,0.0,600.0
2705,2019-10-01,EMEA,C Series-21.5-AMD,0.0,43.31818181818182,73.06818181818181,2018-02-01,20.0,5012.0,-1.0,400.0
2706,2019-11-01,EMEA,C Series-21.5-AMD,120.0,42.30909090909091,59.49090909090909,2018-02-01,21.0,5132.0,inf,320.0
2707,2019-12-01,EMEA,C Series-21.5-AMD,480.0,35.20454545454545,45.47727272727273,2018-02-01,22.0,5612.0,3.0,600.0
2708,2020-01-01,EMEA,C Series-21.5-AMD,40.0,31.09090909090909,48.38636363636363,2018-02-01,23.0,5652.0,-0.9166666666666666,640.0
2709,2020-02-01,EMEA,C Series-21.5-AMD,0.0,42.981818181818184,50.09090909090909,2018-02-01,24.0,5652.0,-1.0,520.0
2710,2020-03-01,EMEA,C Series-21.5-AMD,880.0,32.61363636363637,47.09090909090909,2018-02-01,25.0,6532.0,inf,920.0
2711,2020-04-01,EMEA,C Series-21.5-AMD,0.0,10.1,48.15,2018-02-01,26.0,6532.0,-1.0,880.0
2712,2020-05-01,EMEA,C Series-21.5-AMD,440.0,13.08,39.52,2018-02-01,27.0,6972.0,inf,1320.0
2713,2020-06-01,EMEA,C Series-21.5-AMD,440.0,14.18421052631579,33.81578947368421,2018-02-01,28.0,7412.0,0.0,880.0
2714,2020-07-01,EMEA,C Series-21.5-AMD,40.0,76.91666666666667,21.27777777777778,2018-02-01,29.0,7452.0,-0.9090909090909091,920.0
2715,2020-08-01,EMEA,C Series-21.5-AMD,240.0,93.72340425531915,26.404255319148938,2018-02-01,30.0,7692.0,5.0,720.0
2716,2020-09-01,EMEA,C Series-21.5-AMD,200.0,95.44117647058823,26.794117647058822,2018-02-01,31.0,7892.0,-0.16666666666666663,480.0
2717,2020-10-01,EMEA,C Series-21.5-AMD,440.0,75.52941176470588,65.44117647058823,2018-02-01,32.0,8332.0,1.2000000000000002,880.0
2718,2020-11-01,EMEA,C Series-21.5-AMD,840.0,0.0,0.0,2018-02-01,33.0,9172.0,0.9090909090909092,1480.0
2719,2020-12-01,EMEA,C Series-21.5-AMD,520.0,0.0,0.0,2018-02-01,34.0,9692.0,-0.38095238095238093,1800.0
2720,2021-01-01,EMEA,C Series-21.5-AMD,40.0,0.8333333333333334,0.0,2018-02-01,35.0,9732.0,-0.9230769230769231,1400.0
2721,2021-02-01,EMEA,C Series-21.5-AMD,800.0,35.025,15.5,2018-02-01,36.0,10532.0,19.0,1360.0
2722,2021-03-01,EMEA,C Series-21.5-AMD,1240.0,42.025,24.4,2018-02-01,37.0,11772.0,0.55,2080.0
2723,2021-04-01,EMEA,C Series-21.5-AMD,0.0,34.1578947368421,22.605263157894736,2018-02-01,38.0,11772.0,-1.0,2040.0
2724,2021-05-01,EMEA,C Series-21.5-AMD,0.0,45.68888888888889,23.511111111111113,2018-02-01,39.0,11772.0,,1240.0
2725,2021-06-01,EMEA,C Series-21.5-AMD,480.0,32.14705882352941,25.441176470588236,2018-02-01,40.0,12252.0,inf,480.0
2726,2017-04-01,EMEA,C Series-21.5-Mainstream,21.0,0.0,0.0,2017-04-01,0.0,21.0,,
2727,2017-05-01,EMEA,C Series-21.5-Mainstream,0.0,0.0,0.0,2017-04-01,1.0,21.0,-1.0,
2728,2017-06-01,EMEA,C Series-21.5-Mainstream,0.0,0.0,0.0,2017-04-01,2.0,21.0,,21.0
2729,2017-07-01,EMEA,C Series-21.5-Mainstream,380.0,0.0,0.0,2017-04-01,3.0,401.0,inf,380.0
2730,2017-08-01,EMEA,C Series-21.5-Mainstream,2680.0,0.0,0.0,2017-04-01,4.0,3081.0,6.052631578947368,3060.0
2731,2017-09-01,EMEA,C Series-21.5-Mainstream,4153.0,4.558441558441558,0.0,2017-04-01,5.0,7234.0,0.5496268656716419,7213.0
2732,2017-10-01,EMEA,C Series-21.5-Mainstream,1400.0,23.358024691358025,7.530864197530864,2017-04-01,6.0,8634.0,-0.6628942932819648,8233.0
2733,2017-11-01,EMEA,C Series-21.5-Mainstream,2080.0,82.48214285714286,50.92857142857143,2017-04-01,7.0,10714.0,0.48571428571428577,7633.0
2734,2017-12-01,EMEA,C Series-21.5-Mainstream,4080.0,61.016666666666666,90.85555555555555,2017-04-01,8.0,14794.0,0.9615384615384615,7560.0
2735,2018-01-01,EMEA,C Series-21.5-Mainstream,3650.0,59.366279069767444,78.54651162790698,2017-04-01,9.0,18444.0,-0.10539215686274506,9810.0
2736,2018-02-01,EMEA,C Series-21.5-Mainstream,3160.0,81.55897435897435,77.2102564102564,2017-04-01,10.0,21604.0,-0.13424657534246576,10890.0
2737,2018-03-01,EMEA,C Series-21.5-Mainstream,5480.0,91.35950413223141,97.89256198347107,2017-04-01,11.0,27084.0,0.7341772151898733,12290.0
2738,2018-04-01,EMEA,C Series-21.5-Mainstream,2160.0,94.140625,123.39583333333333,2017-04-01,12.0,29244.0,-0.6058394160583942,10800.0
2739,2018-05-01,EMEA,C Series-21.5-Mainstream,860.0,92.305,131.235,2017-04-01,13.0,30104.0,-0.6018518518518519,8500.0
2740,2018-06-01,EMEA,C Series-21.5-Mainstream,3815.0,72.98069498069498,147.72972972972974,2017-04-01,14.0,33919.0,3.4360465116279073,6835.0
2741,2018-07-01,EMEA,C Series-21.5-Mainstream,1321.0,74.5092062193126,133.0619885433715,2017-04-01,15.0,35240.0,-0.6537352555701179,5996.0
2742,2018-08-01,EMEA,C Series-21.5-Mainstream,2958.0,106.3581881533101,133.92918118466898,2017-04-01,16.0,38198.0,1.239212717638153,8094.0
2743,2018-09-01,EMEA,C Series-21.5-Mainstream,2953.0,148.69180327868852,128.27991803278687,2017-04-01,17.0,41151.0,-0.0016903313049357882,7232.0
2744,2018-10-01,EMEA,C Series-21.5-Mainstream,1320.0,153.33186705767352,149.5909090909091,2017-04-01,18.0,42471.0,-0.5529969522519471,7231.0
2745,2018-11-01,EMEA,C Series-21.5-Mainstream,1440.0,214.64914728682172,150.28643410852715,2017-04-01,19.0,43911.0,0.09090909090909083,5713.0
2746,2018-12-01,EMEA,C Series-21.5-Mainstream,2060.0,184.73309873116574,159.4515265662173,2017-04-01,20.0,45971.0,0.4305555555555556,4820.0
2747,2019-01-01,EMEA,C Series-21.5-Mainstream,720.0,139.82142857142858,81.26190476190476,2017-04-01,21.0,46691.0,-0.6504854368932038,4220.0
2748,2019-02-01,EMEA,C Series-21.5-Mainstream,1340.0,143.19565217391303,73.93478260869566,2017-04-01,22.0,48031.0,0.8611111111111112,4120.0
2749,2019-03-01,EMEA,C Series-21.5-Mainstream,2230.0,122.56666666666666,98.59166666666667,2017-04-01,23.0,50261.0,0.664179104477612,4290.0
2750,2019-04-01,EMEA,C Series-21.5-Mainstream,120.0,105.72277227722772,92.32673267326733,2017-04-01,24.0,50381.0,-0.9461883408071748,3690.0
2751,2019-05-01,EMEA,C Series-21.5-Mainstream,920.0,120.64814814814815,73.45370370370371,2017-04-01,25.0,51301.0,6.666666666666667,3270.0
2752,2019-06-01,EMEA,C Series-21.5-Mainstream,2767.0,105.20588235294117,77.43382352941177,2017-04-01,26.0,54068.0,2.007608695652174,3807.0
2753,2019-07-01,EMEA,C Series-21.5-Mainstream,1320.0,86.47457627118644,85.73728813559322,2017-04-01,27.0,55388.0,-0.5229490422840621,5007.0
2754,2019-08-01,EMEA,C Series-21.5-Mainstream,480.0,92.30872483221476,95.63087248322148,2017-04-01,28.0,55868.0,-0.6363636363636364,4567.0
2755,2019-09-01,EMEA,C Series-21.5-Mainstream,4560.0,97.3046875,96.921875,2017-04-01,29.0,60428.0,8.5,6360.0
2756,2019-10-01,EMEA,C Series-21.5-Mainstream,960.0,72.15079365079364,105.56349206349206,2017-04-01,30.0,61388.0,-0.7894736842105263,6000.0
2757,2019-11-01,EMEA,C Series-21.5-Mainstream,2760.0,71.78125,112.16875,2017-04-01,31.0,64148.0,1.875,8280.0
2758,2019-12-01,EMEA,C Series-21.5-Mainstream,1080.0,79.17948717948718,104.7094017094017,2017-04-01,32.0,65228.0,-0.6086956521739131,4800.0
2759,2020-01-01,EMEA,C Series-21.5-Mainstream,560.0,100.7927927927928,197.16171171171172,2017-04-01,33.0,65788.0,-0.4814814814814815,4400.0
2760,2020-02-01,EMEA,C Series-21.5-Mainstream,1210.0,133.06410256410257,229.8760683760684,2017-04-01,34.0,66998.0,1.1607142857142856,2850.0
2761,2020-03-01,EMEA,C Series-21.5-Mainstream,3360.0,102.67572463768116,176.92572463768116,2017-04-01,35.0,70358.0,1.7768595041322315,5130.0
2762,2020-04-01,EMEA,C Series-21.5-Mainstream,897.0,63.84764309764309,163.8030303030303,2017-04-01,36.0,71255.0,-0.7330357142857142,5467.0
2763,2020-05-01,EMEA,C Series-21.5-Mainstream,2159.0,53.369565217391305,82.49420289855072,2017-04-01,37.0,73414.0,1.4069119286510592,6416.0
2764,2020-06-01,EMEA,C Series-21.5-Mainstream,2080.0,75.25,11.928571428571429,2017-04-01,38.0,75494.0,-0.03659101435849932,5136.0
2765,2020-07-01,EMEA,C Series-21.5-Mainstream,1240.0,116.16666666666667,26.04901960784314,2017-04-01,39.0,76734.0,-0.40384615384615385,5479.0
2766,2020-08-01,EMEA,C Series-21.5-Mainstream,1800.0,122.94160583941606,63.62043795620438,2017-04-01,40.0,78534.0,0.4516129032258065,5120.0
2767,2020-09-01,EMEA,C Series-21.5-Mainstream,4182.0,93.67241379310344,67.03448275862068,2017-04-01,41.0,82716.0,1.3233333333333333,7222.0
2768,2020-10-01,EMEA,C Series-21.5-Mainstream,2760.0,73.83088235294117,76.40441176470588,2017-04-01,42.0,85476.0,-0.34002869440459116,8742.0
2769,2020-11-01,EMEA,C Series-21.5-Mainstream,5000.0,48.80733944954128,95.27522935779817,2017-04-01,43.0,90476.0,0.8115942028985508,11942.0
2770,2020-12-01,EMEA,C Series-21.5-Mainstream,2080.0,35.45945945945946,127.09909909909909,2017-04-01,44.0,92556.0,-0.5840000000000001,9840.0
2771,2021-01-01,EMEA,C Series-21.5-Mainstream,1090.0,29.528594073893426,140.69064748201438,2017-04-01,45.0,93646.0,-0.47596153846153844,8170.0
2772,2021-02-01,EMEA,C Series-21.5-Mainstream,1320.0,68.19761029411765,151.42126225490196,2017-04-01,46.0,94966.0,0.21100917431192667,4490.0
2773,2021-03-01,EMEA,C Series-21.5-Mainstream,3080.0,18.71875,1.75,2017-04-01,47.0,98046.0,1.3333333333333335,5490.0
2774,2021-04-01,EMEA,C Series-21.5-Mainstream,40.0,18.921875,4.953125,2017-04-01,48.0,98086.0,-0.987012987012987,4440.0
2775,2021-05-01,EMEA,C Series-21.5-Mainstream,600.0,27.747252747252748,12.89010989010989,2017-04-01,49.0,98686.0,14.0,3720.0
2776,2021-06-01,EMEA,C Series-21.5-Mainstream,1040.0,66.71052631578948,21.894736842105264,2017-04-01,50.0,99726.0,0.7333333333333334,1680.0
2777,2021-07-01,EMEA,C Series-21.5-Mainstream,320.0,72.3695652173913,22.32608695652174,2017-04-01,51.0,100046.0,-0.6923076923076923,1960.0
2778,2021-08-01,EMEA,C Series-21.5-Mainstream,120.0,58.56944444444444,29.98611111111111,2017-04-01,52.0,100166.0,-0.625,1480.0
2779,2021-09-01,EMEA,C Series-21.5-Mainstream,840.0,35.68055555555556,38.18055555555556,2017-04-01,53.0,101006.0,6.0,1280.0
2780,2021-10-01,EMEA,C Series-21.5-Mainstream,1000.0,23.5,36.458333333333336,2017-04-01,54.0,102006.0,0.19047619047619047,1960.0
2781,2021-11-01,EMEA,C Series-21.5-Mainstream,40.0,0.0,0.0,2017-04-01,55.0,102046.0,-0.96,1880.0
2782,2018-02-01,EMEA,C Series-23.8-AMD,3.0,0.0,0.0,2018-02-01,0.0,3.0,,
2783,2018-03-01,EMEA,C Series-23.8-AMD,0.0,0.0,0.0,2018-02-01,1.0,3.0,-1.0,
2784,2018-04-01,EMEA,C Series-23.8-AMD,0.0,0.0,0.0,2018-02-01,2.0,3.0,,3.0
2785,2018-05-01,EMEA,C Series-23.8-AMD,360.0,0.0,0.0,2018-02-01,3.0,363.0,inf,360.0
2786,2018-06-01,EMEA,C Series-23.8-AMD,1220.0,0.0,0.0,2018-02-01,4.0,1583.0,2.388888888888889,1580.0
2787,2018-07-01,EMEA,C Series-23.8-AMD,40.0,25.785714285714285,1.6785714285714286,2018-02-01,5.0,1623.0,-0.9672131147540983,1620.0
2788,2018-08-01,EMEA,C Series-23.8-AMD,1520.0,27.40625,71.53125,2018-02-01,6.0,3143.0,37.0,2780.0
2789,2018-09-01,EMEA,C Series-23.8-AMD,3120.0,21.041666666666668,102.10416666666667,2018-02-01,7.0,6263.0,1.0526315789473686,4680.0
2790,2018-10-01,EMEA,C Series-23.8-AMD,40.0,28.19047619047619,119.4047619047619,2018-02-01,8.0,6303.0,-0.9871794871794872,4680.0
2791,2018-11-01,EMEA,C Series-23.8-AMD,2680.0,130.4,183.1,2018-02-01,9.0,8983.0,66.0,5840.0
2792,2018-12-01,EMEA,C Series-23.8-AMD,1240.0,123.37037037037037,243.7962962962963,2018-02-01,10.0,10223.0,-0.5373134328358209,3960.0
2793,2019-01-01,EMEA,C Series-23.8-AMD,1000.0,60.08695652173913,266.2608695652174,2018-02-01,11.0,11223.0,-0.19354838709677424,4920.0
2794,2019-02-01,EMEA,C Series-23.8-AMD,20.0,102.13559322033899,277.20338983050846,2018-02-01,12.0,11243.0,-0.98,2260.0
2795,2019-03-01,EMEA,C Series-23.8-AMD,1960.0,137.8840579710145,267.0869565217391,2018-02-01,13.0,13203.0,97.0,2980.0
2796,2019-04-01,EMEA,C Series-23.8-AMD,0.0,223.9111111111111,253.9111111111111,2018-02-01,14.0,13203.0,-1.0,1980.0
2797,2019-05-01,EMEA,C Series-23.8-AMD,2080.0,174.6530612244898,292.0612244897959,2018-02-01,15.0,15283.0,inf,4040.0
2798,2019-06-01,EMEA,C Series-23.8-AMD,1260.0,146.6140350877193,289.57894736842104,2018-02-01,16.0,16543.0,-0.3942307692307693,3340.0
2799,2019-07-01,EMEA,C Series-23.8-AMD,0.0,126.5,331.8157894736842,2018-02-01,17.0,16543.0,-1.0,3340.0
2800,2019-08-01,EMEA,C Series-23.8-AMD,840.0,239.27272727272728,497.70454545454544,2018-02-01,18.0,17383.0,inf,2100.0
2801,2019-09-01,EMEA,C Series-23.8-AMD,1480.0,173.17142857142858,481.74285714285713,2018-02-01,19.0,18863.0,0.7619047619047619,2320.0
2802,2019-10-01,EMEA,C Series-23.8-AMD,120.0,132.4857142857143,496.8285714285714,2018-02-01,20.0,18983.0,-0.9189189189189189,2440.0
2803,2019-11-01,EMEA,C Series-23.8-AMD,80.0,196.25,636.6388888888889,2018-02-01,21.0,19063.0,-0.33333333333333337,1680.0
2804,2019-12-01,EMEA,C Series-23.8-AMD,1240.0,203.60714285714286,625.5,2018-02-01,22.0,20303.0,14.5,1440.0
2805,2020-01-01,EMEA,C Series-23.8-AMD,0.0,110.6875,513.34375,2018-02-01,23.0,20303.0,-1.0,1320.0
2806,2020-02-01,EMEA,C Series-23.8-AMD,680.0,84.6774193548387,673.8709677419355,2018-02-01,24.0,20983.0,inf,1920.0
2807,2020-03-01,EMEA,C Series-23.8-AMD,640.0,34.375,549.9166666666666,2018-02-01,25.0,21623.0,-0.05882352941176472,1320.0
2808,2020-04-01,EMEA,C Series-23.8-AMD,40.0,24.4,541.16,2018-02-01,26.0,21663.0,-0.9375,1360.0
2809,2020-05-01,EMEA,C Series-23.8-AMD,751.0,20.275,374.9,2018-02-01,27.0,22414.0,17.775,1431.0
2810,2020-06-01,EMEA,C Series-23.8-AMD,260.0,31.75609756097561,255.9512195121951,2018-02-01,28.0,22674.0,-0.6537949400798935,1051.0
2811,2020-07-01,EMEA,C Series-23.8-AMD,80.0,66.87179487179488,247.33333333333334,2018-02-01,29.0,22754.0,-0.6923076923076923,1091.0
2812,2020-08-01,EMEA,C Series-23.8-AMD,280.0,65.02127659574468,245.5531914893617,2018-02-01,30.0,23034.0,2.5,620.0
2813,2020-09-01,EMEA,C Series-23.8-AMD,220.0,44.175,168.35,2018-02-01,31.0,23254.0,-0.2142857142857143,580.0
2814,2020-10-01,EMEA,C Series-23.8-AMD,439.0,39.083333333333336,124.89583333333333,2018-02-01,32.0,23693.0,0.9954545454545454,939.0
2815,2020-11-01,EMEA,C Series-23.8-AMD,2880.0,0.0,0.0,2018-02-01,33.0,26573.0,5.560364464692483,3539.0
2816,2020-12-01,EMEA,C Series-23.8-AMD,2835.0,0.0,0.0,2018-02-01,34.0,29408.0,-0.015625,6154.0
2817,2021-01-01,EMEA,C Series-23.8-AMD,520.0,2.73972602739726,4.5479452054794525,2018-02-01,35.0,29928.0,-0.8165784832451499,6235.0
2818,2021-02-01,EMEA,C Series-23.8-AMD,1280.0,23.12,42.38666666666666,2018-02-01,36.0,31208.0,1.4615384615384617,4635.0
2819,2021-03-01,EMEA,C Series-23.8-AMD,1640.0,32.588235294117645,49.0735294117647,2018-02-01,37.0,32848.0,0.28125,3440.0
2820,2021-04-01,EMEA,C Series-23.8-AMD,280.0,37.17910447761194,45.8955223880597,2018-02-01,38.0,33128.0,-0.8292682926829268,3200.0
2821,2021-05-01,EMEA,C Series-23.8-AMD,520.0,42.63333333333333,45.1,2018-02-01,39.0,33648.0,0.8571428571428572,2440.0
2822,2021-06-01,EMEA,C Series-23.8-AMD,800.0,58.42857142857143,61.214285714285715,2018-02-01,40.0,34448.0,0.5384615384615385,1600.0
2823,2021-07-01,EMEA,C Series-23.8-AMD,120.0,57.70786516853933,102.85393258426966,2018-02-01,41.0,34568.0,-0.85,1440.0
2824,2021-08-01,EMEA,C Series-23.8-AMD,0.0,74.5072463768116,172.57971014492753,2018-02-01,42.0,34568.0,-1.0,920.0
2825,2021-09-01,EMEA,C Series-23.8-AMD,80.0,120.57894736842105,196.6315789473684,2018-02-01,43.0,34648.0,inf,200.0
2826,2017-09-01,EMEA,C Series-23.8-Mainstream,618.0,0.0,0.0,2017-09-01,0.0,618.0,,
2827,2017-10-01,EMEA,C Series-23.8-Mainstream,1080.0,0.0,0.0,2017-09-01,1.0,1698.0,0.7475728155339805,
2828,2017-11-01,EMEA,C Series-23.8-Mainstream,998.0,1.9444444444444444,9.074074074074074,2017-09-01,2.0,2696.0,-0.07592592592592595,2696.0
2829,2017-12-01,EMEA,C Series-23.8-Mainstream,5400.0,28.085714285714285,36.923809523809524,2017-09-01,3.0,8096.0,4.410821643286573,7478.0
2830,2018-01-01,EMEA,C Series-23.8-Mainstream,1880.0,27.504273504273506,38.84615384615385,2017-09-01,4.0,9976.0,-0.6518518518518519,8278.0
2831,2018-02-01,EMEA,C Series-23.8-Mainstream,840.0,37.68531468531469,65.18181818181819,2017-09-01,5.0,10816.0,-0.5531914893617021,8120.0
2832,2018-03-01,EMEA,C Series-23.8-Mainstream,3370.0,72.13157894736842,135.06578947368422,2017-09-01,6.0,14186.0,3.011904761904762,6090.0
2833,2018-04-01,EMEA,C Series-23.8-Mainstream,1360.0,70.17948717948718,158.56410256410257,2017-09-01,7.0,15546.0,-0.5964391691394659,5570.0
2834,2018-05-01,EMEA,C Series-23.8-Mainstream,720.0,55.63309352517986,136.7841726618705,2017-09-01,8.0,16266.0,-0.47058823529411764,5450.0
2835,2018-06-01,EMEA,C Series-23.8-Mainstream,6084.0,43.01111111111111,156.31771771771773,2017-09-01,9.0,22350.0,7.449999999999999,8164.0
2836,2018-07-01,EMEA,C Series-23.8-Mainstream,2283.0,53.47142857142857,160.30230414746543,2017-09-01,10.0,24633.0,-0.6247534516765286,9087.0
2837,2018-08-01,EMEA,C Series-23.8-Mainstream,3421.0,68.09562706270627,221.1964521452145,2017-09-01,11.0,28054.0,0.49846692947875604,11788.0
2838,2018-09-01,EMEA,C Series-23.8-Mainstream,5880.0,101.18843267108167,212.5464017660044,2017-09-01,12.0,33934.0,0.7187956737795966,11584.0
2839,2018-10-01,EMEA,C Series-23.8-Mainstream,2800.0,85.6971916971917,224.58399770164476,2017-09-01,13.0,36734.0,-0.5238095238095238,12101.0
2840,2018-11-01,EMEA,C Series-23.8-Mainstream,3101.0,77.93557422969187,288.9668534080299,2017-09-01,14.0,39835.0,0.10749999999999993,11781.0
2841,2018-12-01,EMEA,C Series-23.8-Mainstream,5021.0,33.61714285714286,177.90285714285713,2017-09-01,15.0,44856.0,0.619155111254434,10922.0
2842,2019-01-01,EMEA,C Series-23.8-Mainstream,2802.0,43.05,185.25714285714287,2017-09-01,16.0,47658.0,-0.4419438358892651,10924.0
2843,2019-02-01,EMEA,C Series-23.8-Mainstream,2460.0,83.03333333333333,166.34,2017-09-01,17.0,50118.0,-0.12205567451820132,10283.0
2844,2019-03-01,EMEA,C Series-23.8-Mainstream,3580.0,83.15706806282722,166.9476439790576,2017-09-01,18.0,53698.0,0.4552845528455285,8842.0
2845,2019-04-01,EMEA,C Series-23.8-Mainstream,720.0,77.65408805031447,169.03773584905662,2017-09-01,19.0,54418.0,-0.7988826815642458,6760.0
2846,2019-05-01,EMEA,C Series-23.8-Mainstream,2680.0,110.8395061728395,153.30864197530863,2017-09-01,20.0,57098.0,2.7222222222222223,6980.0
2847,2019-06-01,EMEA,C Series-23.8-Mainstream,6194.0,98.92682926829268,146.12682926829268,2017-09-01,21.0,63292.0,1.3111940298507463,9594.0
2848,2019-07-01,EMEA,C Series-23.8-Mainstream,1647.0,80.34857142857143,153.10285714285715,2017-09-01,22.0,64939.0,-0.7340975137229577,10521.0
2849,2019-08-01,EMEA,C Series-23.8-Mainstream,1892.0,93.24444444444444,169.0222222222222,2017-09-01,23.0,66831.0,0.14875531268973896,9733.0
2850,2019-09-01,EMEA,C Series-23.8-Mainstream,6056.0,117.14525139664805,160.80446927374302,2017-09-01,24.0,72887.0,2.200845665961945,9595.0
2851,2019-10-01,EMEA,C Series-23.8-Mainstream,3004.0,99.7909604519774,146.5141242937853,2017-09-01,25.0,75891.0,-0.5039630118890357,10952.0
2852,2019-11-01,EMEA,C Series-23.8-Mainstream,5883.0,93.70192307692308,164.73557692307693,2017-09-01,26.0,81774.0,0.9583888149134487,14943.0
2853,2019-12-01,EMEA,C Series-23.8-Mainstream,4200.0,88.675,181.73125000000002,2017-09-01,27.0,85974.0,-0.28607853136155026,13087.0
2854,2020-01-01,EMEA,C Series-23.8-Mainstream,2528.0,101.25702576112413,192.54586260733802,2017-09-01,28.0,88502.0,-0.39809523809523806,12611.0
2855,2020-02-01,EMEA,C Series-23.8-Mainstream,2722.0,120.19471153846155,270.2163461538462,2017-09-01,29.0,91224.0,0.076740506329114,9450.0
2856,2020-03-01,EMEA,C Series-23.8-Mainstream,9364.0,110.62859483072442,306.19029850746267,2017-09-01,30.0,100588.0,2.4401175606171934,14614.0
2857,2020-04-01,EMEA,C Series-23.8-Mainstream,3381.0,56.29655497876357,287.1720622935347,2017-09-01,31.0,103969.0,-0.6389363519863307,15467.0
2858,2020-05-01,EMEA,C Series-23.8-Mainstream,5532.0,77.70664844382738,234.66153245400903,2017-09-01,32.0,109501.0,0.6362023070097604,18277.0
2859,2020-06-01,EMEA,C Series-23.8-Mainstream,4843.0,125.04809329247533,209.65713312904325,2017-09-01,33.0,114344.0,-0.12454808387563265,13756.0
2860,2020-07-01,EMEA,C Series-23.8-Mainstream,4905.0,144.29078014184398,120.46099290780141,2017-09-01,34.0,119249.0,0.012801982242411691,15280.0
2861,2020-08-01,EMEA,C Series-23.8-Mainstream,9626.0,139.06976744186048,137.62325581395348,2017-09-01,35.0,128875.0,0.962487257900102,19374.0
2862,2020-09-01,EMEA,C Series-23.8-Mainstream,6299.0,140.96236559139786,130.19354838709677,2017-09-01,36.0,135174.0,-0.34562642842302094,20830.0
2863,2020-10-01,EMEA,C Series-23.8-Mainstream,5087.0,143.55274261603375,146.86919831223628,2017-09-01,37.0,140261.0,-0.19241149388791867,21012.0
2864,2020-11-01,EMEA,C Series-23.8-Mainstream,10381.0,80.11675126903553,182.7055837563452,2017-09-01,38.0,150642.0,1.0406919598977789,21767.0
2865,2020-12-01,EMEA,C Series-23.8-Mainstream,7539.0,49.765306122448976,143.1173469387755,2017-09-01,39.0,158181.0,-0.27376938637896153,23007.0
2866,2021-01-01,EMEA,C Series-23.8-Mainstream,6921.0,45.208333333333336,131.34195402298852,2017-09-01,40.0,165102.0,-0.08197373656983686,24841.0
2867,2021-02-01,EMEA,C Series-23.8-Mainstream,8382.0,55.97436724908949,146.84246922686827,2017-09-01,41.0,173484.0,0.21109666233203295,22842.0
2868,2021-03-01,EMEA,C Series-23.8-Mainstream,13321.0,59.55172834684113,153.62999218826286,2017-09-01,42.0,186805.0,0.5892388451443569,28624.0
2869,2021-04-01,EMEA,C Series-23.8-Mainstream,7494.0,94.81957194777225,175.52216987481492,2017-09-01,43.0,194299.0,-0.4374296224007207,29197.0
2870,2021-05-01,EMEA,C Series-23.8-Mainstream,14735.0,142.58995859713562,208.45506903162408,2017-09-01,44.0,209034.0,0.9662396583933814,35550.0
2871,2021-06-01,EMEA,C Series-23.8-Mainstream,5560.0,139.8681174089069,109.16487854251012,2017-09-01,45.0,214594.0,-0.6226671191041737,27789.0
2872,2021-07-01,EMEA,C Series-23.8-Mainstream,5040.0,226.9564257964258,143.4252059052059,2017-09-01,46.0,219634.0,-0.09352517985611508,25335.0
2873,2021-08-01,EMEA,C Series-23.8-Mainstream,6050.0,217.13427511415526,253.08361872146116,2017-09-01,47.0,225684.0,0.20039682539682535,16650.0
2874,2021-09-01,EMEA,C Series-23.8-Mainstream,4920.0,201.2019431988042,269.6191330343797,2017-09-01,48.0,230604.0,-0.18677685950413225,16010.0
2875,2021-10-01,EMEA,C Series-23.8-Mainstream,5915.0,166.33353322793437,309.5585782042196,2017-09-01,49.0,236519.0,0.2022357723577235,16885.0
2876,2021-11-01,EMEA,C Series-23.8-Mainstream,2880.0,0.0,0.0,2017-09-01,50.0,239399.0,-0.5131022823330516,13715.0
2877,2018-10-01,EMEA,C Series-27,310.0,0.0625,0.0,2018-10-01,0.0,310.0,,
2878,2018-11-01,EMEA,C Series-27,1884.0,0.0,0.0,2018-10-01,1.0,2194.0,5.077419354838709,
2879,2018-12-01,EMEA,C Series-27,744.0,0.019230769230769232,0.0,2018-10-01,2.0,2938.0,-0.6050955414012739,2938.0
2880,2019-01-01,EMEA,C Series-27,1296.0,0.02,7.1,2018-10-01,3.0,4234.0,0.7419354838709677,3924.0
2881,2019-02-01,EMEA,C Series-27,612.0,33.76923076923077,22.630769230769232,2018-10-01,4.0,4846.0,-0.5277777777777778,2652.0
2882,2019-03-01,EMEA,C Series-27,1620.0,74.39814814814815,31.02777777777778,2018-10-01,5.0,6466.0,1.6470588235294117,3528.0
2883,2019-04-01,EMEA,C Series-27,432.0,78.44329896907216,35.371134020618555,2018-10-01,6.0,6898.0,-0.7333333333333334,2664.0
2884,2019-05-01,EMEA,C Series-27,1107.0,107.61,39.06,2018-10-01,7.0,8005.0,1.5625,3159.0
2885,2019-06-01,EMEA,C Series-27,1148.0,112.48360655737704,55.221311475409834,2018-10-01,8.0,9153.0,0.03703703703703698,2687.0
2886,2019-07-01,EMEA,C Series-27,788.0,104.0,72.92079207920793,2018-10-01,9.0,9941.0,-0.313588850174216,3043.0
2887,2019-08-01,EMEA,C Series-27,784.0,98.64925373134328,87.85820895522389,2018-10-01,10.0,10725.0,-0.005076142131979711,2720.0
